proc_cd,modifier,description,rate,rate_unit,is_by_report,region_type,region_value
72285,,,277.20,1,False,state,AZ
72285,26,,115.50,1,False,state,AZ
72285,TC,,161.70,1,False,state,AZ
72295,,,233.80,1,False,state,AZ
72295,26,,81.90,1,False,state,AZ
72295,TC,,151.90,1,False,state,AZ
73000,,,68.60,1,False,state,AZ
73000,26,,16.80,1,False,state,AZ
73000,TC,,51.80,1,False,state,AZ
73010,,,50.40,1,False,state,AZ
73010,26,,18.20,1,False,state,AZ
73010,TC,,32.20,1,False,state,AZ
73020,,,45.50,1,False,state,AZ
73020,26,,15.40,1,False,state,AZ
73020,TC,,30.10,1,False,state,AZ
73030,,,73.50,1,False,state,AZ
73030,26,,18.90,1,False,state,AZ
73030,TC,,54.60,1,False,state,AZ
73040,,,276.50,1,False,state,AZ
73040,26,,55.30,1,False,state,AZ
73040,TC,,221.20,1,False,state,AZ
73050,,,60.90,1,False,state,AZ
73050,26,,18.90,1,False,state,AZ
73050,TC,,42.00,1,False,state,AZ
73060,,,67.20,1,False,state,AZ
73060,26,,16.10,1,False,state,AZ
73060,TC,,51.10,1,False,state,AZ
73070,,,61.60,1,False,state,AZ
73070,26,,16.80,1,False,state,AZ
73070,TC,,44.80,1,False,state,AZ
73080,,,69.30,1,False,state,AZ
73080,26,,17.50,1,False,state,AZ
73080,TC,,51.80,1,False,state,AZ
73085,,,210.00,1,False,state,AZ
73085,26,,53.20,1,False,state,AZ
73085,TC,,156.80,1,False,state,AZ
73090,,,61.60,1,False,state,AZ
73090,26,,16.10,1,False,state,AZ
73090,TC,,45.50,1,False,state,AZ
73092,,,66.50,1,False,state,AZ
73092,26,,16.10,1,False,state,AZ
73092,TC,,50.40,1,False,state,AZ
73100,,,71.40,1,False,state,AZ
73100,26,,16.80,1,False,state,AZ
73100,TC,,54.60,1,False,state,AZ
73110,,,86.80,1,False,state,AZ
73110,26,,17.50,1,False,state,AZ
73110,TC,,69.30,1,False,state,AZ
73115,,,283.50,1,False,state,AZ
73115,26,,56.00,1,False,state,AZ
73115,TC,,227.50,1,False,state,AZ
73120,,,66.50,1,False,state,AZ
73120,26,,16.80,1,False,state,AZ
73120,TC,,49.70,1,False,state,AZ
73130,,,78.40,1,False,state,AZ
73130,26,,17.50,1,False,state,AZ
73130,TC,,60.90,1,False,state,AZ
73140,,,80.50,1,False,state,AZ
73140,26,,14.00,1,False,state,AZ
73140,TC,,66.50,1,False,state,AZ
73200,,,347.20,1,False,state,AZ
73200,26,,98.00,1,False,state,AZ
73200,TC,,249.20,1,False,state,AZ
73201,,,432.60,1,False,state,AZ
73201,26,,114.10,1,False,state,AZ
73201,TC,,318.50,1,False,state,AZ
73202,,,536.20,1,False,state,AZ
73202,26,,119.00,1,False,state,AZ
73202,TC,,417.20,1,False,state,AZ
73206,,,639.80,1,False,state,AZ
73206,26,,175.70,1,False,state,AZ
73206,TC,,464.10,1,False,state,AZ
73218,,,655.90,1,False,state,AZ
73218,26,,133.70,1,False,state,AZ
73218,TC,,522.20,1,False,state,AZ
73219,,,716.10,1,False,state,AZ
73219,26,,159.60,1,False,state,AZ
73219,TC,,556.50,1,False,state,AZ
73220,,,885.50,1,False,state,AZ
73220,26,,211.40,1,False,state,AZ
73220,TC,,674.10,1,False,state,AZ
73221,,,438.20,1,False,state,AZ
73221,26,,133.70,1,False,state,AZ
73221,TC,,304.50,1,False,state,AZ
73222,,,676.90,1,False,state,AZ
73222,26,,160.30,1,False,state,AZ
73222,TC,,516.60,1,False,state,AZ
73223,,,836.50,1,False,state,AZ
73223,26,,212.10,1,False,state,AZ
73223,TC,,624.40,1,False,state,AZ
73225,,,739.20,1,False,state,AZ
73225,26,,170.10,1,False,state,AZ
73225,TC,,569.10,1,False,state,AZ
73501,,,69.30,1,False,state,AZ
73501,26,,18.90,1,False,state,AZ
73501,TC,,50.40,1,False,state,AZ
73502,,,100.10,1,False,state,AZ
73502,26,,22.40,1,False,state,AZ
73502,TC,,77.70,1,False,state,AZ
73503,,,126.00,1,False,state,AZ
73503,26,,27.30,1,False,state,AZ
73503,TC,,98.70,1,False,state,AZ
73521,,,86.80,1,False,state,AZ
73521,26,,22.40,1,False,state,AZ
73521,TC,,64.40,1,False,state,AZ
73522,,,113.40,1,False,state,AZ
73522,26,,29.40,1,False,state,AZ
73522,TC,,84.00,1,False,state,AZ
73523,,,130.20,1,False,state,AZ
