proc_cd,modifier,description,rate,rate_unit,is_by_report,region_type,region_value
72072,,,66.12,1,False,state,AL
72074,26,,75.22,1,False,state,AL
72080,,,107.11,1,False,state,AL
72080,26,,56.98,1,False,state,AL
72081,,,47.38,1,False,state,AL
72081,26,,17.33,1,False,state,AL
72082,,,75.73,1,False,state,AL
72082,26,,21.0,1,False,state,AL
72083,,,82.33,1,False,state,AL
72083,26,,22.91,1,False,state,AL
72084,,,97.96,1,False,state,AL
72084,26,,26.65,1,False,state,AL
72100,,,148.18,1,False,state,AL
72100,26,,63.82,1,False,state,AL
72110,,,196.08,1,False,state,AL
72110,26,,82.1,1,False,state,AL
72114,,,271.36,1,False,state,AL
72114,26,,82.1,1,False,state,AL
72120,,,196.08,1,False,state,AL
72120,26,,54.73,1,False,state,AL
72125,,,523.66,1,False,state,AL
72125,26,,213.67,1,False,state,AL
72126,,,617.93,1,False,state,AL
72126,26,,252.12,1,False,state,AL
72127,,,754.06,1,False,state,AL
72127,26,,353.38,1,False,state,AL
72128,,,523.66,1,False,state,AL
72128,26,,213.67,1,False,state,AL
72129,,,617.93,1,False,state,AL
72129,26,,252.12,1,False,state,AL
72130,,,754.06,1,False,state,AL
72130,26,,307.71,1,False,state,AL
72131,,,523.66,1,False,state,AL
72131,26,,213.67,1,False,state,AL
72132,,,617.93,1,False,state,AL
72132,26,,252.12,1,False,state,AL
72133,,,754.06,1,False,state,AL
72133,26,,307.71,1,False,state,AL
72141,,,1117.18,1,False,state,AL
72141,26,,387.59,1,False,state,AL
72142,,,1131.12,1,False,state,AL
72142,26,,387.59,1,False,state,AL
72146,,,1117.18,1,False,state,AL
72146,26,,387.59,1,False,state,AL
72147,,,1131.12,1,False,state,AL
72147,26,,387.59,1,False,state,AL
72148,,,1117.18,1,False,state,AL
72148,26,,387.59,1,False,state,AL
72149,,,1131.12,1,False,state,AL
72149,26,,387.59,1,False,state,AL
72156,,,1487.22,1,False,state,AL
72156,26,,387.59,1,False,state,AL
72157,,,1434.6,1,False,state,AL
72157,26,,387.59,1,False,state,AL
72158,,,1487.22,1,False,state,AL
72158,26,,387.59,1,False,state,AL
72159,,,1055.1,1,False,state,AL
72159,26,,387.59,1,False,state,AL
72170,,,109.44,1,False,state,AL
72170,26,,50.15,1,False,state,AL
72190,,,148.18,1,False,state,AL
72190,26,,56.98,1,False,state,AL
72191,,,764.77,1,False,state,AL
72191,26,,230.34,1,False,state,AL
72192,,,523.66,1,False,state,AL
72192,26,,213.67,1,False,state,AL
72193,,,597.0,1,False,state,AL
72193,26,,243.2,1,False,state,AL
72194,,,712.21,1,False,state,AL
72194,26,,290.57,1,False,state,AL
72195,,,793.57,1,False,state,AL
72195,26,,237.54,1,False,state,AL
72196,,,1117.18,1,False,state,AL
72196,26,,387.59,1,False,state,AL
72197,,,1149.86,1,False,state,AL
72197,,,345.5,1,False,state,AL
72198,26,,387.59,1,False,state,AL
72200,,,125.4,1,False,state,AL
72200,26,,41.03,1,False,state,AL
72202,,,139.06,1,False,state,AL
72202,26,,50.15,1,False,state,AL
72220,,,116.29,1,False,state,AL
72220,26,,50.15,1,False,state,AL
72240,,,558.59,1,False,state,AL
72240,26,,198.36,1,False,state,AL
72255,,,558.59,1,False,state,AL
72255,26,,205.18,1,False,state,AL
72265,,,558.59,1,False,state,AL
72265,26,,168.74,1,False,state,AL
72270,,,832.18,1,False,state,AL
72270,26,,269.03,1,False,state,AL
72285,,,558.59,1,False,state,AL
72285,26,,129.95,1,False,state,AL
72295,,,558.59,1,False,state,AL
72295,26,,150.47,1,False,state,AL
73000,,,93.5,1,False,state,AL
73000,26,,45.61,1,False,state,AL
73010,,,114.0,1,False,state,AL
73010,26,,52.44,1,False,state,AL
73020,,,93.5,1,False,state,AL
73020,26,,45.61,1,False,state,AL
73030,,,116.29,1,False,state,AL
73030,26,,52.44,1,False,state,AL
73040,,,376.19,1,False,state,AL
73040,26,,118.55,1,False,state,AL
73050,,,116.29,1,False,state,AL
73050,26,,54.73,1,False,state,AL
73060,,,114.0,1,False,state,AL
73060,26,,50.15,1,False,state,AL
73070,,,109.44,1,False,state,AL
73070,26,,45.61,1,False,state,AL
73080,,,120.83,1,False,state,AL
73080,,,52.44,1,False,state,AL
73085,26,,170.98,1,False,state,AL
73090,,,109.44,1,False,state,AL
73090,26,,45.61,1,False,state,AL
73092,,,86.65,1,False,state,AL
73092,26,,38.75,1,False,state,AL
73100,,,93.5,1,False,state,AL
73100,26,,45.61,1,False,state,AL
73110,,,118.55,1,False,state,AL
73110,26,,52.44,1,False,state,AL
73115,,,399.0,1,False,state,AL
73115,26,,170.98,1,False,state,AL
73120,,,86.65,1,False,state,AL
73120,26,,45.61,1,False,state,AL
73130,,,111.72,1,False,state,AL
73130,26,,52.44,1,False,state,AL
73140,,,84.34,1,False,state,AL
73140,26,,43.31,1,False,state,AL
73200,,,385.31,1,False,state,AL
73200,26,,239.37,1,False,state,AL
73201,,,428.64,1,False,state,AL
73201,26,,341.99,1,False,state,AL
73202,,,428.64,1,False,state,AL
73202,26,,341.99,1,False,state,AL
73206,,,422.88,1,False,state,AL
73206,26,,127.76,1,False,state,AL
73218,,,750.38,1,False,state,AL
73218,26,,224.94,1,False,state,AL
73219,,,818.77,1,False,state,AL
73219,26,,246.54,1,False,state,AL
73220,,,1117.18,1,False,state,AL
73220,26,,387.59,1,False,state,AL
73221,,,1117.18,1,False,state,AL
73221,26,,387.59,1,False,state,AL
73222,,,836.76,1,False,state,AL
73222,26,,251.92,1,False,state,AL
73223,,,1112.06,1,False,state,AL
73223,,,332.9,1,False,state,AL
73225,26,,387.59,1,False,state,AL
73501,,,36.45,1,False,state,AL
73501,26,,12.33,1,False,state,AL
73502,,,50.27,1,False,state,AL
73502,26,,14.69,1,False,state,AL
73503,,,62.75,1,False,state,AL
73503,26,,18.64,1,False,state,AL
73521,,,48.57,1,False,state,AL
73521,26,,15.1,1,False,state,AL
73522,,,59.46,1,False,state,AL
73522,26,,19.61,1,False,state,AL
73523,,,68.91,1,False,state,AL
73523,26,,21.0,1,False,state,AL
73525,,,387.59,1,False,state,AL
73525,26,,170.98,1,False,state,AL
73551,,,33.79,1,False,state,AL
73551,26,,10.94,1,False,state,AL
73552,,,39.17,1,False,state,AL
73552,26,,12.33,1,False,state,AL
73560,,,102.6,1,False,state,AL
73560,26,,41.06,1,False,state,AL
73562,,,114.92,1,False,state,AL
73562,26,,49.26,1,False,state,AL
73564,,,139.06,1,False,state,AL
73564,26,,56.98,1,False,state,AL
73565,,,184.67,1,False,state,AL
73565,26,,68.39,1,False,state,AL
73580,,,399.0,1,False,state,AL
73580,26,,114.0,1,False,state,AL
73590,,,111.72,1,False,state,AL
73590,26,,45.61,1,False,state,AL
73592,,,82.1,1,False,state,AL
73592,26,,38.75,1,False,state,AL
73600,,,102.58,1,False,state,AL
73600,26,,43.31,1,False,state,AL
73610,,,118.55,1,False,state,AL
73610,26,,52.44,1,False,state,AL
73615,,,387.59,1,False,state,AL
73615,26,,170.98,1,False,state,AL
73620,,,86.65,1,False,state,AL
73620,26,,45.61,1,False,state,AL
73630,,,118.55,1,False,state,AL
73630,26,,47.0,1,False,state,AL
73650,,,102.58,1,False,state,AL
73650,26,,45.61,1,False,state,AL
73660,,,82.1,1,False,state,AL
73660,26,,43.31,1,False,state,AL
73700,,,456.01,1,False,state,AL
73700,26,,170.92,1,False,state,AL
73701,,,490.19,1,False,state,AL
73701,26,,183.76,1,False,state,AL
73702,,,490.19,1,False,state,AL
73702,26,,183.76,1,False,state,AL
73706,,,422.88,1,False,state,AL
73706,26,,127.76,1,False,state,AL
73718,,,750.38,1,False,state,AL
73718,26,,224.94,1,False,state,AL
73719,,,818.77,1,False,state,AL
73719,26,,282.53,1,False,state,AL
73720,,,1117.18,1,False,state,AL
73720,26,,387.59,1,False,state,AL
73721,,,1117.18,1,False,state,AL
73721,26,,387.59,1,False,state,AL
73722,,,836.76,1,False,state,AL
73722,26,,251.92,1,False,state,AL
73723,,,1106.68,1,False,state,AL
73723,26,,332.9,1,False,state,AL
73725,,,1055.1,1,False,state,AL
73725,26,,387.59,1,False,state,AL
74018,,,57.05,1,False,state,AL
74018,26,,23.34,1,False,state,AL
74019,,,89.47,1,False,state,AL
74019,26,,33.71,1,False,state,AL
74021,,,94.65,1,False,state,AL
74021,,,40.2,1,False,state,AL
74022,26,,70.5,1,False,state,AL
74150,,,523.66,1,False,state,AL
74150,26,,213.67,1,False,state,AL
74160,,,607.48,1,False,state,AL
74160,26,,247.84,1,False,state,AL
74170,,,733.12,1,False,state,AL
74170,26,,299.17,1,False,state,AL
74174,,,372.28,1,False,state,AL
74174,26,,198.41,1,False,state,AL
74175,,,788.17,1,False,state,AL
74175,26,,235.74,1,False,state,AL
74176,,,163.16,1,False,state,AL
74176,26,,207.37,1,False,state,AL
74177,,,255.37,1,False,state,AL
74177,26,,217.52,1,False,state,AL
74178,,,322.75,1,False,state,AL
74178,26,,240.46,1,False,state,AL
74181,,,1117.18,1,False,state,AL
74181,26,,387.59,1,False,state,AL
74182,,,914.12,1,False,state,AL
74182,26,,273.52,1,False,state,AL
74183,,,1214.65,1,False,state,AL
74183,26,,365.3,1,False,state,AL
74185,,,1055.1,1,False,state,AL
74185,26,,387.59,1,False,state,AL
74190,,,148.6,1,False,state,AL
74190,26,,66.78,1,False,state,AL
74210,,,207.46,1,False,state,AL
74210,26,,77.49,1,False,state,AL
74220,,,189.2,1,False,state,AL
74220,26,,82.1,1,False,state,AL
74221,,,124.45,1,False,state,AL
74221,26,,42.16,1,False,state,AL
74221,TC,,82.29,1,False,state,AL
74230,,,168.74,1,False,state,AL
74230,26,,118.55,1,False,state,AL
74235,,,1789.79,1,False,state,AL
74240,,,216.59,1,False,state,AL
74240,26,,81.21,1,False,state,AL
74246,,,296.41,1,False,state,AL
74246,26,,111.13,1,False,state,AL
74248,,,95.08,1,False,state,AL
74248,26,,42.16,1,False,state,AL
74248,TC,,52.92,1,False,state,AL
74250,,,202.89,1,False,state,AL
74250,26,,86.65,1,False,state,AL
74251,,,202.41,1,False,state,AL
74251,26,,86.11,1,False,state,AL
74261,,,278.29,1,False,state,AL
74261,26,,222.63,1,False,state,AL
74262,,,312.42,1,False,state,AL
74262,26,,244.89,1,False,state,AL
74263,,,278.29,1,False,state,AL
74263,26,,222.63,1,False,state,AL
74270,,,216.59,1,False,state,AL
74270,26,,81.21,1,False,state,AL
74280,,,273.6,1,False,state,AL
74280,26,,102.55,1,False,state,AL
74283,,,289.58,1,False,state,AL
74283,26,,120.83,1,False,state,AL
74290,,,184.67,1,False,state,AL
74290,26,,72.93,1,False,state,AL
74300,,,275.89,1,False,state,AL
74300,26,,75.22,1,False,state,AL
74301,,,134.52,1,False,state,AL
74301,26,,43.31,1,False,state,AL
74328,,,456.01,1,False,state,AL
74328,26,,145.93,1,False,state,AL
74329,,,490.19,1,False,state,AL
74329,26,,191.5,1,False,state,AL
74330,,,271.29,1,False,state,AL
74330,26,,145.93,1,False,state,AL
74340,,,535.76,1,False,state,AL
74340,,,145.93,1,False,state,AL
74355,26,,139.06,1,False,state,AL
74360,,,164.16,1,False,state,AL
74360,26,,114.0,1,False,state,AL
74363,,,376.19,1,False,state,AL
74363,26,,114.0,1,False,state,AL
74400,,,294.11,1,False,state,AL
74400,26,,116.29,1,False,state,AL
74410,,,282.73,1,False,state,AL
74410,26,,118.55,1,False,state,AL
74415,,,364.81,1,False,state,AL
74415,26,,134.52,1,False,state,AL
74420,,,189.2,1,False,state,AL
74420,26,,72.93,1,False,state,AL
74425,,,234.8,1,False,state,AL
74425,26,,93.5,1,False,state,AL
74430,,,214.32,1,False,state,AL
74430,26,,70.68,1,False,state,AL
74440,,,234.8,1,False,state,AL
74440,26,,84.34,1,False,state,AL
74445,,,234.8,1,False,state,AL
74445,26,,120.83,1,False,state,AL
74450,,,225.72,1,False,state,AL
74450,26,,70.68,1,False,state,AL
74455,,,234.8,1,False,state,AL
74455,26,,114.0,1,False,state,AL
74470,,,200.62,1,False,state,AL
74470,26,,84.34,1,False,state,AL
74485,,,957.6,1,False,state,AL
74485,26,,399.0,1,False,state,AL
74712,,,260.22,1,False,state,AL
74712,26,,196.63,1,False,state,AL
74713,,,142.36,1,False,state,AL
74713,26,,116.44,1,False,state,AL
74740,,,282.73,1,False,state,AL
74740,26,,75.22,1,False,state,AL
74742,,,249.44,1,False,state,AL
74742,26,,196.46,1,False,state,AL
74775,,,399.0,1,False,state,AL
74775,26,,129.95,1,False,state,AL
75557,,,338.77,1,False,state,AL
75557,26,,158.2,1,False,state,AL
75559,,,491.01,1,False,state,AL
75559,26,,199.98,1,False,state,AL
75561,,,455.18,1,False,state,AL
75561,26,,174.61,1,False,state,AL
75563,,,562.63,1,False,state,AL
75563,26,,208.94,1,False,state,AL
75565,,,501.67,1,False,state,AL
75565,26,,127.65,1,False,state,AL
75571,,,71.98,1,False,state,AL
75571,26,,58.62,1,False,state,AL
75572,,,413.35,1,False,state,AL
75572,26,,286.44,1,False,state,AL
75573,,,413.35,1,False,state,AL
75573,26,,360.66,1,False,state,AL
75574,,,483.85,1,False,state,AL
75574,26,,381.44,1,False,state,AL
75580,,,832.09,1,False,state,AL
75580,26,,34.96,1,False,state,AL
75580,TC,,797.13,1,False,state,AL
75600,,,786.61,1,False,state,AL
75600,26,,280.44,1,False,state,AL
75605,,,1094.42,1,False,state,AL
75605,26,,314.66,1,False,state,AL
75625,,,1094.42,1,False,state,AL
75625,26,,207.46,1,False,state,AL
75630,,,1037.37,1,False,state,AL
75630,26,,353.38,1,False,state,AL
75635,,,827.75,1,False,state,AL
75635,26,,248.32,1,False,state,AL
75705,,,820.79,1,False,state,AL
75705,26,,339.73,1,False,state,AL
75710,,,558.59,1,False,state,AL
75716,,,832.18,1,False,state,AL
75716,26,,214.32,1,False,state,AL
75726,,,1242.58,1,False,state,AL
75726,26,,237.11,1,False,state,AL
75731,,,1094.42,1,False,state,AL
75731,26,,287.28,1,False,state,AL
75733,,,1242.58,1,False,state,AL
75733,26,,410.43,1,False,state,AL
75736,,,832.18,1,False,state,AL
75736,26,,264.5,1,False,state,AL
75741,,,832.18,1,False,state,AL
75741,26,,264.5,1,False,state,AL
75743,,,969.01,1,False,state,AL
75743,26,,877.77,1,False,state,AL
75746,,,832.18,1,False,state,AL
75746,26,,264.5,1,False,state,AL
75756,,,832.18,1,False,state,AL
75756,26,,157.33,1,False,state,AL
75774,,,513.0,1,False,state,AL
75774,26,,193.81,1,False,state,AL
75801,,,684.0,1,False,state,AL
75801,26,,157.33,1,False,state,AL
75803,,,832.18,1,False,state,AL
75803,26,,264.5,1,False,state,AL
75805,,,684.0,1,False,state,AL
75805,26,,207.46,1,False,state,AL
75807,,,832.18,1,False,state,AL
75807,26,,287.28,1,False,state,AL
75809,,,295.75,1,False,state,AL
75809,26,,169.96,1,False,state,AL
75810,,,684.0,1,False,state,AL
75810,26,,157.33,1,False,state,AL
75820,,,399.0,1,False,state,AL
75820,26,,109.44,1,False,state,AL
75822,,,558.59,1,False,state,AL
75822,26,,175.55,1,False,state,AL
75825,,,558.59,1,False,state,AL
75827,,,558.59,1,False,state,AL
75827,26,,157.33,1,False,state,AL
75831,,,604.2,1,False,state,AL
75831,26,,184.67,1,False,state,AL
75833,,,684.0,1,False,state,AL
75833,26,,364.81,1,False,state,AL
75840,,,604.2,1,False,state,AL
75840,26,,237.11,1,False,state,AL
75842,,,684.0,1,False,state,AL
75842,26,,364.81,1,False,state,AL
75860,,,832.18,1,False,state,AL
75860,26,,339.73,1,False,state,AL
75870,,,684.0,1,False,state,AL
75870,26,,264.5,1,False,state,AL
75872,,,1231.18,1,False,state,AL
75872,26,,535.76,1,False,state,AL
75880,,,558.59,1,False,state,AL
75880,26,,157.33,1,False,state,AL
75885,,,1242.58,1,False,state,AL
75885,26,,387.59,1,False,state,AL
75887,,,1242.58,1,False,state,AL
75887,26,,387.59,1,False,state,AL
75889,,,1242.58,1,False,state,AL
75889,26,,387.59,1,False,state,AL
75891,,,1242.58,1,False,state,AL
75891,26,,387.59,1,False,state,AL
75893,,,2097.61,1,False,state,AL
75893,26,,604.2,1,False,state,AL
75894,,,752.44,1,False,state,AL
75894,26,,314.66,1,False,state,AL
75898,,,1196.97,1,False,state,AL
75898,26,,433.17,1,False,state,AL
75901,,,471.87,1,False,state,AL
75901,26,,133.56,1,False,state,AL
75902,,,471.87,1,False,state,AL
75902,26,,133.56,1,False,state,AL
75970,,,410.43,1,False,state,AL
75984,,,364.81,1,False,state,AL
75984,26,,264.5,1,False,state,AL
75989,,,410.43,1,False,state,AL
75989,26,,175.55,1,False,state,AL
76000,,,111.72,1,False,state,AL
76000,26,,91.17,1,False,state,AL
76010,,,257.63,1,False,state,AL
76010,26,,129.95,1,False,state,AL
76080,,,93.5,1,False,state,AL
76080,26,,70.68,1,False,state,AL
76098,,,79.78,1,False,state,AL
76098,26,,25.1,1,False,state,AL
76100,,,271.29,1,False,state,AL
76100,26,,123.12,1,False,state,AL
76120,,,305.49,1,False,state,AL
76120,26,,114.0,1,False,state,AL
76125,,,70.68,1,False,state,AL
76125,26,,36.48,1,False,state,AL
76140,,,125.4,1,False,state,AL
76140,26,,125.4,1,False,state,AL
76145,,,876.57,1,False,state,AL
76376,,,200.25,1,False,state,AL
76376,26,,17.49,1,False,state,AL
76377,,,257.46,1,False,state,AL
76377,26,,65.17,1,False,state,AL
76380,,,184.67,1,False,state,AL
76380,26,,68.39,1,False,state,AL
76506,,,467.38,1,False,state,AL
76506,26,,305.49,1,False,state,AL
76510,,,352.05,1,False,state,AL
76510,26,,186.76,1,False,state,AL
76511,,,376.19,1,False,state,AL
76511,26,,157.33,1,False,state,AL
76512,,,282.73,1,False,state,AL
76512,26,,117.51,1,False,state,AL
76513,,,410.43,1,False,state,AL
76513,26,,170.92,1,False,state,AL
76514,,,279.2,1,False,state,AL
76514,26,,183.87,1,False,state,AL
76516,,,364.81,1,False,state,AL
76516,26,,168.74,1,False,state,AL
76519,,,282.73,1,False,state,AL
76519,26,,148.18,1,False,state,AL
76529,,,376.19,1,False,state,AL
76529,26,,164.16,1,False,state,AL
76536,,,257.63,1,False,state,AL
76536,26,,120.83,1,False,state,AL
76604,,,513.0,1,False,state,AL
76604,26,,148.18,1,False,state,AL
76641,,,138.54,1,False,state,AL
76641,26,,46.0,1,False,state,AL
76642,,,114.16,1,False,state,AL
76642,26,,42.8,1,False,state,AL
76700,,,273.6,1,False,state,AL
76700,26,,102.55,1,False,state,AL
76705,,,205.18,1,False,state,AL
76705,26,,76.94,1,False,state,AL
76706,,,165.65,1,False,state,AL
76706,26,,55.0,1,False,state,AL
76770,,,387.59,1,False,state,AL
76770,26,,196.08,1,False,state,AL
76775,,,326.04,1,False,state,AL
76775,26,,145.93,1,False,state,AL
76776,,,287.97,1,False,state,AL
76776,26,,129.2,1,False,state,AL
76800,,,376.19,1,False,state,AL
76800,26,,170.98,1,False,state,AL
76801,,,130.12,1,False,state,AL
76801,26,,52.03,1,False,state,AL
76802,,,97.14,1,False,state,AL
76802,26,,39.91,1,False,state,AL
76805,,,228.02,1,False,state,AL
76805,26,,85.46,1,False,state,AL
76810,,,234.8,1,False,state,AL
76810,,,170.98,1,False,state,AL
76811,26,,201.24,1,False,state,AL
76812,,,228.99,1,False,state,AL
76812,26,,121.44,1,False,state,AL
76813,,,116.76,1,False,state,AL
76813,26,,46.7,1,False,state,AL
76814,,,87.17,1,False,state,AL
76814,26,,35.8,1,False,state,AL
76815,,,170.98,1,False,state,AL
76815,26,,64.12,1,False,state,AL
76816,,,123.12,1,False,state,AL
76816,26,,47.0,1,False,state,AL
76817,,,147.46,1,False,state,AL
76817,26,,58.99,1,False,state,AL
76818,,,275.89,1,False,state,AL
76818,26,,164.16,1,False,state,AL
76819,,,134.96,1,False,state,AL
76819,26,,53.99,1,False,state,AL
76820,,,127.28,1,False,state,AL
76820,26,,39.66,1,False,state,AL
76821,,,140.5,1,False,state,AL
76821,26,,54.54,1,False,state,AL
76825,,,456.01,1,False,state,AL
76825,26,,237.11,1,False,state,AL
76826,,,342.12,1,False,state,AL
76826,26,,92.72,1,False,state,AL
76827,,,309.0,1,False,state,AL
76827,26,,81.66,1,False,state,AL
76828,,,342.12,1,False,state,AL
76828,26,,92.72,1,False,state,AL
76830,,,250.83,1,False,state,AL
76830,26,,196.08,1,False,state,AL
76831,,,284.56,1,False,state,AL
76831,26,,113.04,1,False,state,AL
76856,,,311.99,1,False,state,AL
76856,26,,123.12,1,False,state,AL
76857,,,192.3,1,False,state,AL
76857,,,52.44,1,False,state,AL
76870,26,,148.18,1,False,state,AL
76872,,,576.92,1,False,state,AL
